year,Ft,Country,Mk,Cn,count
2022,petrol,FR,MERCEDES-BENZ,AMG E 53 4MATIC,21
2022,petrol,FR,MERCEDES-BENZ,AMG E 63 S,2
2022,petrol,FR,MERCEDES-BENZ,AMG G 63,111
2022,petrol,FR,MERCEDES-BENZ,AMG GLA 35,48
2022,petrol,FR,MERCEDES-BENZ,AMG GLA 45 S,12
2022,petrol,FR,MERCEDES-BENZ,AMG GLB 35,10
2022,petrol,FR,MERCEDES-BENZ,AMG GLC 43 4MATIC,15
2022,petrol,FR,MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,5
2022,petrol,FR,MERCEDES-BENZ,AMG GLE 53 4MATIC+,4
2022,petrol,FR,MERCEDES-BENZ,AMG GLE 53 4MATIC+ COUPE,3
2022,petrol,FR,MERCEDES-BENZ,AMG GLE 63 S 4MATIC+,2
2022,petrol,FR,MERCEDES-BENZ,AMG GLE 63 S 4MATIC+COUPE,11
2022,petrol,FR,MERCEDES-BENZ,AMG GLS 63 4MATIC+,8
2022,petrol,FR,MERCEDES-BENZ,B 160,14
2022,petrol,FR,MERCEDES-BENZ,B 180,573
2022,petrol,FR,MERCEDES-BENZ,B 200,235
2022,petrol,FR,MERCEDES-BENZ,B 250 4MATIC,8
2022,petrol,FR,MERCEDES-BENZ,C 180,4
2022,petrol,FR,MERCEDES-BENZ,C 200,392
2022,petrol,FR,MERCEDES-BENZ,C 200 4MATIC ALL-TERRAIN,58
2022,petrol,FR,MERCEDES-BENZ,C 300,2
2022,petrol,FR,MERCEDES-BENZ,CITAN,6
2022,petrol,FR,MERCEDES-BENZ,CLA 180,309
2022,petrol,FR,MERCEDES-BENZ,CLA 200,494
2022,petrol,FR,MERCEDES-BENZ,CLA 250 4MATIC,46
2022,petrol,FR,MERCEDES-BENZ,E 200,1
2022,petrol,FR,MERCEDES-BENZ,E 300,31
2022,petrol,FR,MERCEDES-BENZ,G 500,18
2022,petrol,FR,MERCEDES-BENZ,GLA 180,2
2022,petrol,FR,MERCEDES-BENZ,GLA 200,1885
2022,petrol,FR,MERCEDES-BENZ,GLA 250 4MATIC,64
2022,petrol,FR,MERCEDES-BENZ,GLB 200,232
2022,petrol,FR,MERCEDES-BENZ,GLB 250 4MATIC,16
2022,petrol,FR,MERCEDES-BENZ,GLE 450 4MATIC,3
2022,petrol,FR,MERCEDES-BENZ,GLS 580 4MATIC,3
2022,petrol,FR,MERCEDES-BENZ,GLS 600 4MATIC MAYBACH,6
2022,petrol,FR,MERCEDES-BENZ,S 500 4MATIC,1
2022,petrol,FR,MERCEDES-BENZ,S 580 MAYBACH,12
2022,petrol,FR,MERCEDES-BENZ,S 680 MAYBACH,2
2022,petrol,FR,MG,MG ZS,3179
2022,petrol,FR,MINI,Clubman Cooper,1057
2022,petrol,FR,MINI,Clubman Cooper S,338
2022,petrol,FR,MINI,Clubman Cooper S ALL4,38
2022,petrol,FR,MINI,Clubman JCW ALL4,88
2022,petrol,FR,MINI,Clubman One,95
2022,petrol,FR,MINI,Cooper,5911
2022,petrol,FR,MINI,Cooper S,1973
2022,petrol,FR,MINI,Countryman Cooper,2909
2022,petrol,FR,MINI,Countryman Cooper ALL4,19
2022,petrol,FR,MINI,Countryman Cooper S,358
2022,petrol,FR,MINI,Countryman Cooper S ALL4,256
2022,petrol,FR,MINI,Countryman JCW ALL4,70
2022,petrol,FR,MINI,Countryman One,104
2022,petrol,FR,MINI,John Cooper Works,720
2022,petrol,FR,MINI,One,1892
2022,petrol,FR,MINI,One First,106
2022,petrol,FR,MITSUBISHI MOTORS (THAILAND),Mitsubishi Space Star,995
2022,petrol,FR,MORGAN,PLUS 6,1
2022,petrol,FR,MORGAN,PLUS FOUR,40
2022,petrol,FR,MORGAN,PLUS SIX,10
2022,petrol,FR,NISSAN,JUKE,39
2022,petrol,FR,NISSAN,MICRA,4
2022,petrol,FR,NISSAN,NISSAN JUKE,8145
2022,petrol,FR,NISSAN,NISSAN MICRA,5482
2022,petrol,FR,NISSAN,NISSAN QASHQAI,11288
2022,petrol,FR,NISSAN,NISSAN X-TRAIL,427
2022,petrol,FR,NISSAN,QASHQAI,74
2022,petrol,FR,NISSAN,TOWNSTAR,134
2022,petrol,FR,OPEL,ASTRA,434
2022,petrol,FR,OPEL,ASTRA SPORTS TOURER,32
2022,petrol,FR,OPEL,ASTRA SPORTS TOURER+,12
2022,petrol,FR,OPEL,ASTRA+,36
2022,petrol,FR,OPEL,COMBO LIFE,105
2022,petrol,FR,OPEL,CORSA,12381
2022,petrol,FR,OPEL,CROSSLAND,4480
2022,petrol,FR,OPEL,CROSSLAND X,14
2022,petrol,FR,OPEL,GRANDLAND,1293
2022,petrol,FR,OPEL,GRANDLAND X,76
2022,petrol,FR,OPEL,INSIGNIA GRAND SPORT,2
2022,petrol,FR,OPEL,MOKKA,6237
2022,petrol,FR,PEUGEOT,108,1912
2022,petrol,FR,PEUGEOT,2008,31134
2022,petrol,FR,PEUGEOT,208,61512
2022,petrol,FR,PEUGEOT,3008,11870
2022,petrol,FR,PEUGEOT,308,18155
2022,petrol,FR,PEUGEOT,408,242
2022,petrol,FR,PEUGEOT,5008,7207
2022,petrol,FR,PEUGEOT,508,641
2022,petrol,FR,PEUGEOT,RIFTER,1791
2022,petrol,FR,PORSCHE,718 BOXSTER,2
2022,petrol,FR,PORSCHE,718 BOXSTER GTS,6
2022,petrol,FR,PORSCHE,718 BOXSTER SPYDER,9
2022,petrol,FR,PORSCHE,718 CAYMAN,4
2022,petrol,FR,PORSCHE,718 CAYMAN GT4,5
2022,petrol,FR,PORSCHE,718 CAYMAN GT4 RS,81
2022,petrol,FR,PORSCHE,718 CAYMAN GTS,2
2022,petrol,FR,PORSCHE,718 CAYMAN S,1
2022,petrol,FR,PORSCHE,911 CARRERA,5
2022,petrol,FR,PORSCHE,911 CARRERA 4,1
2022,petrol,FR,PORSCHE,911 CARRERA 4 GTS,62
2022,petrol,FR,PORSCHE,911 CARRERA 4S,17
2022,petrol,FR,PORSCHE,911 CARRERA GTS,52
2022,petrol,FR,PORSCHE,911 CARRERA S,16
2022,petrol,FR,PORSCHE,911 GT3,232
2022,petrol,FR,PORSCHE,911 GT3 RS,2
2022,petrol,FR,PORSCHE,911 SPORT CLASSIC,29
2022,petrol,FR,PORSCHE,911 TARGA 4,6
2022,petrol,FR,PORSCHE,911 TARGA 4 GTS,106
2022,petrol,FR,PORSCHE,911 TARGA 4S,10
2022,petrol,FR,PORSCHE,911 TURBO,4
2022,petrol,FR,PORSCHE,911 TURBO S,52
2022,petrol,FR,PORSCHE,CAYENNE,1
2022,petrol,FR,PORSCHE,CAYENNE GTS,4
2022,petrol,FR,PORSCHE,CAYENNE S,1
2022,petrol,FR,PORSCHE,CAYENNE TURBO,1
2022,petrol,FR,PORSCHE,CAYENNE TURBO GT,19
2022,petrol,FR,PORSCHE,MACAN,11
2022,petrol,FR,PORSCHE,MACAN GTS,76
2022,petrol,FR,PORSCHE,MACAN S,40
2022,petrol,FR,PORSCHE,MACAN T,4
2022,petrol,FR,PORSCHE,PANAMERA 4,1
2022,petrol,FR,PORSCHE,PANAMERA TURBO S,1
2022,petrol,FR,RENAULT,ARKANA,12182
2022,petrol,FR,RENAULT,ARKANA E-TECH,19857
2022,petrol,FR,RENAULT,AUSTRAL,3324
2022,petrol,FR,RENAULT,CAPTUR,23510
2022,petrol,FR,RENAULT,CAPTUR E-TECH HYBRID,18948
2022,petrol,FR,RENAULT,CLIO,40956
2022,petrol,FR,RENAULT,CLIO E-TECH HYBRID,21989
2022,petrol,FR,RENAULT,KADJAR,4596
2022,petrol,FR,RENAULT,KANGOO,2630
2022,petrol,FR,RENAULT,KOLEOS,869
2022,petrol,FR,RENAULT,MEGANE,5987
2022,petrol,FR,RENAULT,SCENIC,4683
2022,petrol,FR,RENAULT,TALISMAN,266
2022,petrol,FR,RENAULT,TWINGO,10251
2022,petrol,FR,ROLLS-ROYCE,Cullinan Black Badge,1
2022,petrol,FR,ROLLS-ROYCE,Dawn,1
2022,petrol,FR,ROLLS-ROYCE,Ghost,1
2022,petrol,FR,ROLLS-ROYCE,Phantom,2
2022,petrol,FR,SEAT,ARONA,3921
2022,petrol,FR,SEAT,ATECA,51
2022,petrol,FR,SEAT,IBIZA,4500
2022,petrol,FR,SEAT,LEON,5
2022,petrol,FR,SEAT,LEON SP,5
2022,petrol,FR,SEAT,SEAT ATECA,1574
2022,petrol,FR,SEAT,SEAT LEON,1272
2022,petrol,FR,SEAT,SEAT LEON SP,307
2022,petrol,FR,SEAT,TARRACO,38
2022,petrol,FR,SECMA,FUN 1600,21
2022,petrol,FR,SECMA,FUN 1600 BUGGY,35
2022,petrol,FR,SECMA,FUN 1600 TURBO,15
2022,petrol,FR,SECMA,FUN 1600 TURBO GT,5
2022,petrol,FR,SKODA,FABIA,8317
2022,petrol,FR,SKODA,KAMIQ,5334
2022,petrol,FR,SKODA,KAROQ,2336
2022,petrol,FR,SKODA,KODIAQ,690
2022,petrol,FR,SKODA,OCTAVIA,832
2022,petrol,FR,SKODA,OCTAVIA RS,175
2022,petrol,FR,SKODA,OCTAVIA SCOUT,17
2022,petrol,FR,SKODA,SCALA,1146
2022,petrol,FR,SKODA,SUPERB,134
2022,petrol,FR,SSANGYONG,SSANGYONG TIVOLI OR SSANGYONG LUVI,12
2022,petrol,FR,SSANGYONG,TIVOLI,3
2022,petrol,FR,SUBARU,FORESTER,13
2022,petrol,FR,SUBARU,IMPREZA,5
2022,petrol,FR,SUBARU,OUTBACK,3
2022,petrol,FR,SUBARU,XV,5
2022,petrol,FR,SUZUKI,IGNIS,3114
2022,petrol,FR,SUZUKI,SUZUKI SWACE,394
2022,petrol,FR,SUZUKI,SWIFT,6903
2022,petrol,FR,SUZUKI,SX4,1179
2022,petrol,FR,SUZUKI,SX4. SUZUKI SX4. S-CROSS,505
2022,petrol,FR,SUZUKI,VITARA,3329
2022,petrol,FR,TOYOTA,CAMRY,1
2022,petrol,FR,TOYOTA,PROACE CITY VERSO,400
2022,petrol,FR,TOYOTA,RAV4,3
2022,petrol,FR,TOYOTA,TOYOTA AYGO,1480
2022,petrol,FR,TOYOTA,TOYOTA AYGO X,10326
2022,petrol,FR,TOYOTA,TOYOTA C-HR,12446
2022,petrol,FR,TOYOTA,TOYOTA CAMRY,672
2022,petrol,FR,TOYOTA,TOYOTA COROLLA,12618
2022,petrol,FR,TOYOTA,TOYOTA GR 86,32
2022,petrol,FR,TOYOTA,TOYOTA GR YARIS,346
2022,petrol,FR,TOYOTA,TOYOTA HIGHLANDER,351
2022,petrol,FR,TOYOTA,TOYOTA PRIUS,46
2022,petrol,FR,TOYOTA,TOYOTA RAV4,6574
2022,petrol,FR,TOYOTA,TOYOTA SUPRA,25
2022,petrol,FR,TOYOTA,TOYOTA YARIS,33257
2022,petrol,FR,TOYOTA,TOYOTA YARIS CROSS,24888
2022,petrol,FR,TOYOTA,YARIS,1
2022,petrol,FR,VOLKSWAGEN,ARTEON,19
2022,petrol,FR,VOLKSWAGEN,CADDY,107
2022,petrol,FR,VOLKSWAGEN,GOLF,6046
2022,petrol,FR,VOLKSWAGEN,MULTIVAN,7
2022,petrol,FR,VOLKSWAGEN,PASSAT,398
2022,petrol,FR,VOLKSWAGEN,POLO,19482
2022,petrol,FR,VOLKSWAGEN,T-CROSS,13412
2022,petrol,FR,VOLKSWAGEN,T-ROC,13902
2022,petrol,FR,VOLKSWAGEN,TAIGO,7505
2022,petrol,FR,VOLKSWAGEN,TIGUAN,2300
2022,petrol,FR,VOLKSWAGEN,TOURAN,275
2022,petrol,FR,VOLKSWAGEN,UP!,1264
2022,petrol,FR,VOLVO,S60,13
2022,petrol,FR,VOLVO,V60,173
2022,petrol,FR,VOLVO,V60 CROSS COUNTRY,1
2022,petrol,FR,VOLVO,V90,3
2022,petrol,FR,VOLVO,XC40,2046
2022,petrol,FR,VOLVO,XC60,46
2022,petrol,GR,ALFA ROMEO,ALFA ROMEO STELVIO,6
2022,petrol,GR,ALFA ROMEO,GIULIA,1
2022,petrol,GR,ALFA ROMEO,GIULIA QUADRIFOGLIO,1
2022,petrol,GR,ALFA ROMEO,GIULIA.  GIULIA QUADRIFOGLIO,32
2022,petrol,GR,ALFA ROMEO,STELVIO,12
2022,petrol,GR,ALFA ROMEO,TONALE,171
2022,petrol,GR,ALPINA,BMW ALPINA B4 GRAN COUPE,1
2022,petrol,GR,AUDI,A1 ALLSTREET,23
2022,petrol,GR,AUDI,A1 CITYCARVER,26
2022,petrol,GR,AUDI,A1 SPORTBACK,233
2022,petrol,GR,AUDI,A3 LIMOUSINE,139
2022,petrol,GR,AUDI,A3 SPORTBACK,505
2022,petrol,GR,AUDI,A4 ALLROAD QUATTRO,8
2022,petrol,GR,AUDI,A4 LIMOUSINE,8
2022,petrol,GR,AUDI,A5 COUPE,3
2022,petrol,GR,AUDI,A6 LIMOUSINE,1
2022,petrol,GR,AUDI,Q2,469
2022,petrol,GR,AUDI,Q3,506
2022,petrol,GR,AUDI,Q3 SPORTBACK,440
2022,petrol,GR,AUDI,Q5,4
2022,petrol,GR,AUDI,Q5 SPORTBACK,2
2022,petrol,GR,AUDI,Q7,1
2022,petrol,GR,AUDI,Q8,4
2022,petrol,GR,AUDI,RS 3 LIMOUSINE,1
2022,petrol,GR,AUDI,RS 3 SPORTBACK,4
2022,petrol,GR,AUDI,RS 4 AVANT,2
2022,petrol,GR,AUDI,RS 6 AVANT,1
2022,petrol,GR,AUDI,RS Q3,1
2022,petrol,GR,AUDI,RS Q3 SPORTBACK,1
2022,petrol,GR,AUDI,RS Q8,3
2022,petrol,GR,AUDI,S3 SPORTBACK,5
2022,petrol,GR,AUDI,TT COUPE,2
2022,petrol,GR,AUTOMOBILI LAMBORGHIN,AVENTADOR,2
2022,petrol,GR,AUTOMOBILI LAMBORGHIN,URUS,2
2022,petrol,GR,BENTLEY,CONTINENTAL GT V8,3
2022,petrol,GR,BMW,116i,317
2022,petrol,GR,BMW,118i,478
2022,petrol,GR,BMW,120i,1
2022,petrol,GR,BMW,128ti,1
2022,petrol,GR,BMW,218i,83
2022,petrol,GR,BMW,218i Active Tourer,8
2022,petrol,GR,BMW,218i Gran Tourer,23
2022,petrol,GR,BMW,220i,18
2022,petrol,GR,BMW,220i Active Tourer,20
2022,petrol,GR,BMW,223i Active Tourer,2
2022,petrol,GR,BMW,230i,1
2022,petrol,GR,BMW,318i,5
2022,petrol,GR,BMW,320i,1
2022,petrol,GR,BMW,330i,2
2022,petrol,GR,BMW,420i,10
2022,petrol,GR,BMW,430i,7
2022,petrol,GR,BMW,430i xDrive,2
2022,petrol,GR,BMW,540i xDrive,1
2022,petrol,GR,BMW,M135i xDrive,8
2022,petrol,GR,BMW,M235i xDrive,2
2022,petrol,GR,BMW,M240i xDrive,9
2022,petrol,GR,BMW,M3 Competition M xDrive,5
2022,petrol,GR,BMW,M340i xDrive,3
2022,petrol,GR,BMW,M4,1
2022,petrol,GR,BMW,M4 Competition,1
2022,petrol,GR,BMW,M4 Competition M xDrive,7
2022,petrol,GR,BMW,M440i xDrive,16
2022,petrol,GR,BMW,M5,1
2022,petrol,GR,BMW,M5 Competition,1
2022,petrol,GR,BMW,M8 Competition,1
2022,petrol,GR,BMW,M850i xDrive,1
2022,petrol,GR,BMW,X1 sDrive18i,479
2022,petrol,GR,BMW,X1 sDrive20i,39
2022,petrol,GR,BMW,X1 xDrive20i,5
2022,petrol,GR,BMW,X1 xDrive23i,10
2022,petrol,GR,BMW,X2 sDrive18i,282
2022,petrol,GR,BMW,X2 sDrive20i,1
2022,petrol,GR,BMW,X3 M40i,4
2022,petrol,GR,BMW,X3 xDrive20i,1
2022,petrol,GR,BMW,X3 xDrive30i,1
2022,petrol,GR,BMW,X4 M40i,2
2022,petrol,GR,BMW,X4 xDrive20i,6
2022,petrol,GR,BMW,X4 xDrive30i,3
2022,petrol,GR,BMW,X5 M Competition,2
2022,petrol,GR,BMW,X5 xDrive40i,6
2022,petrol,GR,BMW,X6 M Competition,2
2022,petrol,GR,BMW,X6 xDrive40i,2
2022,petrol,GR,BMW,X7 M50i,1
2022,petrol,GR,BMW,Z4 M40i,1
2022,petrol,GR,BMW,Z4 sDrive30i,6
2022,petrol,GR,CITROEN,BERLINGO,2
2022,petrol,GR,CITROEN,C3,12
2022,petrol,GR,CITROEN,C3 AIRCROSS,188
2022,petrol,GR,CITROEN,C4,136
2022,petrol,GR,CITROEN,C4 SPACETOURER,3
2022,petrol,GR,CITROEN,C5 AIRCROSS,41
2022,petrol,GR,CITROEN,C5 X,2
2022,petrol,GR,CITROEN,CITROEN C1,10
2022,petrol,GR,CITROEN,DS3 CROSSBACK,1
2022,petrol,GR,CITROEN.DS,C3,1411
2022,petrol,GR,CITROEN.DS,DS3,1
2022,petrol,GR,CUPRA,CUPRA  LEON,3
2022,petrol,GR,CUPRA,FORMENTOR,334
2022,petrol,GR,CUPRA,LEON,1
2022,petrol,GR,DACIA,DUSTER,170
2022,petrol,GR,DACIA,JOGGER,54
2022,petrol,GR,DACIA,SANDERO,383
2022,petrol,GR,DS,DS 7 CROSSBACK,10
2022,petrol,GR,DS,DS3 CROSSBACK,521
2022,petrol,GR,DS,DS4,59
2022,petrol,GR,FIAT,500 ABARTH,1
2022,petrol,GR,FIAT,500X,1
2022,petrol,GR,FIAT,F1AT 500,17
2022,petrol,GR,FIAT,F1AT 500 ? 500 ABARTH,863
2022,petrol,GR,FIAT,F?AT 500 ? 500 ABARTH,3
2022,petrol,GR,FIAT,FIAT 500,14
2022,petrol,GR,FIAT,FIAT 500 /500 ABARTH,1
2022,petrol,GR,FIAT,FIAT 500 ?,1
2022,petrol,GR,FIAT,FIAT 500 ? 500 ABARTH,819
2022,petrol,GR,FIAT,FIAT 500 CAMBRIO,1
2022,petrol,GR,FIAT,FIAT 500 H 500 ABARTH,1
2022,petrol,GR,FIAT,FIAT 500X,159
2022,petrol,GR,FIAT,FIAT PANDA,1886
2022,petrol,GR,FIAT,FIAT TIPO,16
2022,petrol,GR,FIAT,FIAT TIPO ? FIAT EGEA,492
2022,petrol,GR,FORD,ECOSPORT,3
2022,petrol,GR,FORD,FIESTA,698
2022,petrol,GR,FORD,FOCUS,103
2022,petrol,GR,FORD,KUGA,107
2022,petrol,GR,FORD,MUSTANG,4
2022,petrol,GR,FORD,PUMA,1409
2022,petrol,GR,HONDA,CIVIC,22
2022,petrol,GR,HONDA,CR-V,40
2022,petrol,GR,HONDA,HR-V,127
2022,petrol,GR,HONDA,JAZZ,100
2022,petrol,GR,HYUNDAI,?????,5
2022,petrol,GR,HYUNDAI,BAYON,39
2022,petrol,GR,HYUNDAI,I10,1936
2022,petrol,GR,HYUNDAI,I20,201
2022,petrol,GR,HYUNDAI,I20 ?,1
2022,petrol,GR,HYUNDAI,I20 N,2
2022,petrol,GR,HYUNDAI,I20.,14
2022,petrol,GR,HYUNDAI,I20. ?20 ?,1
2022,petrol,GR,HYUNDAI,I20. ?20 ?. ?????,1210
2022,petrol,GR,HYUNDAI,I20. I20 N,1
2022,petrol,GR,HYUNDAI,I20. I20 N. BAYON,1532
2022,petrol,GR,HYUNDAI,I30,57
2022,petrol,GR,HYUNDAI,I30.,3
2022,petrol,GR,HYUNDAI,I30.I30N,1333
2022,petrol,GR,HYUNDAI,I30N,1
2022,petrol,GR,HYUNDAI,KONA,4
2022,petrol,GR,HYUNDAI,KONA N. KAUAI N,1
2022,petrol,GR,HYUNDAI,KONA.,1
2022,petrol,GR,HYUNDAI,KONA. KAUAI,1147
2022,petrol,GR,HYUNDAI,TUCSON,2
2022,petrol,GR,HYUNDAI,TUCSON IX35,1
2022,petrol,GR,HYUNDAI,TUCSON. IX,3
2022,petrol,GR,HYUNDAI,TUCSON. IX35,1365
2022,petrol,GR,HYUNDAI,TUCSON.IX35,1
2022,petrol,GR,JAGUAR,JAGUAR E-PACE,8
2022,petrol,GR,JAGUAR,JAGUAR F-PACE,5
2022,petrol,GR,JAGUAR,JAGUAR F-TYPE,3
2022,petrol,GR,JEEP,COMPASS,199
2022,petrol,GR,JEEP,RENEGADE,741
2022,petrol,GR,JEEP,WRANGLER,1
2022,petrol,GR,KIA,NIRO,36
2022,petrol,GR,KIA,PICANTO,1186
2022,petrol,GR,KIA,RIO,369
2022,petrol,GR,KIA,SPORTAGE,536
2022,petrol,GR,KIA,STONIC,1774
2022,petrol,GR,KIA,XCEED,443
2022,petrol,GR,LAND ROVER,DEFENDER,18
2022,petrol,GR,LAND ROVER,DISCOVERY SPORT,8
2022,petrol,GR,LAND ROVER,RANGE ROVER,18
2022,petrol,GR,LAND ROVER,RANGE ROVER EVOQUE,29
2022,petrol,GR,LAND ROVER,RANGE ROVER SPORT,7
2022,petrol,GR,LAND ROVER,RANGE ROVER VELAR,3
2022,petrol,GR,LEXUS,LEXUS ES300H,1
2022,petrol,GR,LEXUS,LEXUS LS500H,1
2022,petrol,GR,LEXUS,LEXUS NX350H,23
2022,petrol,GR,LEXUS,LEXUS RX450H,15
2022,petrol,GR,LEXUS,LEXUS UX250H,85
2022,petrol,GR,MASERATI,GHIBLI GT HYBRID,3
2022,petrol,GR,MASERATI,GRECALE GT,3
2022,petrol,GR,MASERATI,GRECALE MODENA,2
2022,petrol,GR,MASERATI,LEVANTE GT HYBRID,11
2022,petrol,GR,MAZDA,MAZDA CX-30,139
2022,petrol,GR,MAZDA,MAZDA CX-5,10
2022,petrol,GR,MAZDA,MAZDA MX-5,45
2022,petrol,GR,MAZDA,MAZDA2,305
2022,petrol,GR,MAZDA,MAZDA2 HYBRID,111
2022,petrol,GR,MAZDA,MAZDA3,30
2022,petrol,GR,MERCEDES AMG,AMG GT 43,2
2022,petrol,GR,MERCEDES AMG,AMG GT 43 4MATIC+,2
2022,petrol,GR,MERCEDES AMG,AMG GT BLACK SERIES,1
2022,petrol,GR,MERCEDES AMG,AMG SL 63 4MATIC+,3
2022,petrol,GR,MERCEDES-BENZ,A 160,899
2022,petrol,GR,MERCEDES-BENZ,A 180,435
2022,petrol,GR,MERCEDES-BENZ,A 200,24
2022,petrol,GR,MERCEDES-BENZ,A 250,1
2022,petrol,GR,MERCEDES-BENZ,A 250 4MATIC,1
2022,petrol,GR,MERCEDES-BENZ,AMG A 35,7
2022,petrol,GR,MERCEDES-BENZ,AMG A 45,1
2022,petrol,GR,MERCEDES-BENZ,AMG A 45 S,8
2022,petrol,GR,MERCEDES-BENZ,AMG C 43,2
2022,petrol,GR,MERCEDES-BENZ,AMG CLA 35,3
2022,petrol,GR,MERCEDES-BENZ,AMG CLA 45,1
2022,petrol,GR,MERCEDES-BENZ,AMG CLA 45 S,6
2022,petrol,GR,MERCEDES-BENZ,AMG E 53 4MATIC,5
2022,petrol,GR,MERCEDES-BENZ,AMG G 63,2
2022,petrol,GR,MERCEDES-BENZ,AMG GLA 35,3
2022,petrol,GR,MERCEDES-BENZ,AMG GLA 45 S,2
2022,petrol,GR,MERCEDES-BENZ,AMG GLB 35,10
2022,petrol,GR,MERCEDES-BENZ,AMG GLC 43 4MATIC,4
2022,petrol,GR,MERCEDES-BENZ,AMG GLE 53 4MATIC+,2
2022,petrol,GR,MERCEDES-BENZ,AMG GLE 53 4MATIC+ COUPE,1
2022,petrol,GR,MERCEDES-BENZ,B 180,9
2022,petrol,GR,MERCEDES-BENZ,B 200,21
2022,petrol,GR,MERCEDES-BENZ,C 180,75
2022,petrol,GR,MERCEDES-BENZ,C 200,42
2022,petrol,GR,MERCEDES-BENZ,C 200 4MATIC,7
2022,petrol,GR,MERCEDES-BENZ,C 300,9
2022,petrol,GR,MERCEDES-BENZ,C 300 4MATIC,8
2022,petrol,GR,MERCEDES-BENZ,CLA 180,56
2022,petrol,GR,MERCEDES-BENZ,CLA 200,19
2022,petrol,GR,MERCEDES-BENZ,CLA 200 4MATIC,1
2022,petrol,GR,MERCEDES-BENZ,CLA 250,1
2022,petrol,GR,MERCEDES-BENZ,CLA 250 4MATIC,1
2022,petrol,GR,MERCEDES-BENZ,CLS 450 4MATIC,1
2022,petrol,GR,MERCEDES-BENZ,E 200,10
2022,petrol,GR,MERCEDES-BENZ,E 200 4MATIC,1
2022,petrol,GR,MERCEDES-BENZ,E 300,3
2022,petrol,GR,MERCEDES-BENZ,E 450 4MATIC,1
2022,petrol,GR,MERCEDES-BENZ,GLA 180,40
2022,petrol,GR,MERCEDES-BENZ,GLA 200,490
2022,petrol,GR,MERCEDES-BENZ,GLA 200 4MATIC,30
2022,petrol,GR,MERCEDES-BENZ,GLA 250,1
2022,petrol,GR,MERCEDES-BENZ,GLA 250 4MATIC,4
2022,petrol,GR,MERCEDES-BENZ,GLB 180,77
2022,petrol,GR,MERCEDES-BENZ,GLB 200,219
2022,petrol,GR,MERCEDES-BENZ,GLB 200 4MATIC,33
2022,petrol,GR,MERCEDES-BENZ,GLB 250,1
2022,petrol,GR,MERCEDES-BENZ,GLC 200 4MATIC,92
2022,petrol,GR,MERCEDES-BENZ,GLC 300 4MATIC,8
2022,petrol,GR,MERCEDES-BENZ,GLE 450 4MATIC,6
2022,petrol,GR,MERCEDES-BENZ,GLS 600 4MATIC MAYBACH,2
2022,petrol,GR,MERCEDES-BENZ,S 450 4MATIC,2
2022,petrol,GR,MERCEDES-BENZ,S 580 4MATIC,3
2022,petrol,GR,MINI,Clubman Cooper,14
2022,petrol,GR,MINI,Clubman JCW ALL4,1
2022,petrol,GR,MINI,Clubman One,1
2022,petrol,GR,MINI,Cooper,397
2022,petrol,GR,MINI,Cooper S,79
2022,petrol,GR,MINI,Countryman Cooper,826
2022,petrol,GR,MINI,Countryman Cooper ALL4,3
2022,petrol,GR,MINI,Countryman Cooper S,26
2022,petrol,GR,MINI,Countryman Cooper S ALL4,9
2022,petrol,GR,MINI,Countryman JCW ALL4,12
2022,petrol,GR,MINI,Countryman One,61
2022,petrol,GR,MINI,John Cooper Works,37
2022,petrol,GR,MINI,One,140
2022,petrol,GR,MITSUBISHI,MITSUBISHI SPACE STAR / MIRAGE,2
2022,petrol,GR,MITSUBISHI MOTORS (THAILAND),Mitsubishi Space Star,545
2022,petrol,GR,NISSAN,MICRA,6
2022,petrol,GR,NISSAN,NISSAN JUKE,318
2022,petrol,GR,NISSAN,NISSAN MICRA,1336
2022,petrol,GR,NISSAN,NISSAN QASHQAI,1254
2022,petrol,GR,NISSAN,NISSAN X-TRAIL,41
2022,petrol,GR,NISSAN,QASHQAI,3
2022,petrol,GR,OPEL,ASTRA,64
2022,petrol,GR,OPEL,COMBO LIFE,2
2022,petrol,GR,OPEL,CORSA,1438
2022,petrol,GR,OPEL,CROSSLAND,13
2022,petrol,GR,OPEL,GRANDLAND,1
2022,petrol,GR,OPEL,GRANDLAND X,1
2022,petrol,GR,OPEL,MOKKA,388
2022,petrol,GR,OPEL . VAUXHALL,ASTRA,1
2022,petrol,GR,OPEL . VAUXHALL,COMBO LIFE,5
2022,petrol,GR,OPEL . VAUXHALL,CROSSLAND,709
2022,petrol,GR,OPEL . VAUXHALL,GRANDLAND,101
2022,petrol,GR,OPEL . VAUXHALL,GRANDLAND X,62
2022,petrol,GR,OPEL . VAUXHALL,MOKKA,3
2022,petrol,GR,PEUGEOT,2008,564
2022,petrol,GR,PEUGEOT,208,1923
2022,petrol,GR,PEUGEOT,3008,11
2022,petrol,GR,PEUGEOT,3008 - 5008,417
2022,petrol,GR,PEUGEOT,3008-5008,152
2022,petrol,GR,PEUGEOT,308,199
2022,petrol,GR,PEUGEOT,5008,2
2022,petrol,GR,PEUGEOT,PEUGEOT 108,65
2022,petrol,GR,PEUGEOT,RIFTER,15
2022,petrol,GR,PORSCHE,718 BOXTER,1
2022,petrol,GR,PORSCHE,718 BOXTER GTS,1
2022,petrol,GR,PORSCHE,718 CAYMAN,1
